I almost sat on Paul he moves so quickly,pro:sub adv v prep n:prop pro:sub v adv adv
look at this Adam,v prep pro:dem n:prop
you know how to put that in,pro:per v adv:int inf v det:dem adv
fill it in,v pro:per adv
because it's so big,conj pro:per adv adj
I think he's getting some molars,pro:sub v pro:sub part qn n
one two,det:num det:num
I like this,pro:sub v pro:dem
I don't know,pro:sub mod v
thank_you,co
don't put your tongue out like a snake,mod v det:poss n adv prep det:art n
with your pencil,prep det:poss n
I don't think you need your train,pro:sub mod v pro:per v det:poss n
playing with your bunny,part prep det:poss n
ask Ursula what his name is,v n:prop pro:int det:poss n cop
just a minute please,adv det:art n co
well put the book back,co v det:art n adv
count them,v pro:obj
molars,n
that's a funny one,pro:dem det:art adj pro:indef
you're not big enough to play the game Adam says,pro:per neg adj adv inf v det:art n n:prop v
back teeth,adj n
that's right,pro:dem n
you've got that train,pro:per part pro:dem n
careful Adam don't get on his fingers,co n:prop mod v prep det:poss n
www,
yes that's right,co pro:dem n
he doesn't have one yet,pro:sub mod v pro:indef adv
yes that's what Paul did,co pro:dem pro:int n:prop v
oh he may spill the food,co pro:sub mod v det:art n
let it rest on your head like that,v pro:per v prep det:poss n prep pro:dem
well not in my trash please thank_you,co neg prep det:poss n co n
oh I didn't know you had any chickens,co pro:sub mod v pro:per part qn n
look at it again,v prep pro:per adv
well why don't you try pushing this down,co adv:int mod pro:per v part pro:dem adv
like a water moving machine,prep det:art n part n
oh he'll play a game with some blocks,co pro:sub v det:art n prep qn n
I don't think that's sixty four,pro:sub mod v pro:rel det:num det:num
no you don't put your things all over the floor,co pro:per mod v det:poss n adv prep det:art n
that's only two wheels,pro:dem qn det:num n
no I don't think I'd like to,co pro:sub mod v pro:sub v inf
now we're all finished,adv pro:sub post v
xxx broken finger,part n
count them,v pro:obj
one two three,det:num det:num det:num
no,co
we have_to ask permission first,pro:sub mod:aux v n adv
raspberries,n
two dirty fingers but I don't think they're broken,det:num v n conj pro:sub mod v pro:sub part
no more Adam,co adv n:prop
your shirt and pants don't meet,det:poss n coord v mod v
alright,co
alright,co
you do it by yourself this time,pro:per v pro:per prep pro:refl pro:dem n
no that doesn't look like a lion,qn pro:dem mod v prep det:art n
now you blow through the hole,adv pro:per v prep det:art n
dot dot,n n
some little screws in,qn adj n adv
they won't fit either,pro:sub mod part adv
dirty dirty fingers,v v n
alright,co
I'm sorry,pro:sub adj
try it,v pro:per
maybe we need a new page,adv pro:sub v det:art adj n
mhm,co
yes it looks like a leopard,co pro:per v prep det:art n
I was just happy because you were doing such a good job,pro:sub cop adv adj conj pro:per aux part qn det:art adj n
in the binoculars,prep det:art n
he doesn't want to throw,pro:sub mod v inf v
she's handing you something,pro:sub part pro:per pro:indef
you said it was an a upsidedown,pro:per v pro:per cop det:art n:let
there,adv
I'll throw it for him,pro:sub v pro:per prep pro:obj
yes,co
careful Adam,co n:prop
you may break the crayons dear,pro:per mod v det:art n co
I don't really know that they're screws,pro:sub mod adv v pro:rel pro:sub n
not particularly,neg adv
I don't know,pro:sub mod v
that's the way he fights,pro:dem det:art n pro:sub v
be gentle,cop adj
however it's put together,adv pro:per v adv
just put your mouth on there a little,adv v det:poss n prep adv det:art adj
that's the way he has_to get his food,pro:dem det:art n pro:sub mod:aux v det:poss n
okay bring it over and I'll help you,co v pro:per adv coord pro:sub v pro:per
no,co
yes,co
no that's properly,co pro:dem adv
I don't think you need to take it apart,pro:sub mod v pro:per v inf v pro:per adv
don't cover the hole,mod v det:art n
thank_you,co
neither one,qn pro:indef
one more we need,det:num adv pro:sub v
yes,co
no no,co co
don't do that Adam,mod v det:dem n:prop
so_that he won't forget,conj pro:sub mod v
if he's in a cage,conj pro:sub prep det:art n
he said a toaster,pro:sub v det:art n
that's right,pro:dem n
it was a v,pro:per cop det:art n:let
not on the farm when the animals are out,neg prep det:art n conj det:art n cop adv
oh you saw the toaster oh yes,co pro:per v det:art n co co
you can make designs with them,pro:per mod v n prep pro:obj
no I think these must be David's,co pro:sub v pro:dem mod cop n:prop
that's no shovel,pro:dem qn n
I don't think they'll go in there,pro:sub mod v pro:sub v prep adv
no I don't think so,co pro:sub mod v co
because it might run over some of the animals,conj pro:per mod v adv qn prep det:art n
perhaps his Mother bought them for him,adv det:poss n:prop v pro:obj prep pro:obj
yes he may try,co pro:sub mod v
alright,co
there are so many,adv cop adv qn
there it is,adv pro:per cop
let him look honey,v pro:obj v n
oh I see,co pro:sub v
here it is,adv pro:per cop
alright let's see what we find Adam,co v v pro:int pro:sub v n:prop
Adam you're silly,n:prop pro:per adj
there's h,pro:exist n:let
it might hurt the animals because the tractor's so big,pro:per mod v det:art n conj det:art n adv adj
up here on your dresser,adv adv prep det:poss n
oh another one broken,co qn pro:indef part
he thinks he's grown a little,pro:sub v pro:sub part det:art adj
there's an h,pro:exist det:art n:let
oh milk truck,co n n
Adam was going to bed and he saw it,n:prop aux part prep n coord pro:sub v pro:per
blow,n
I need a new one,pro:sub v det:art adj pro:indef
blow very gently,n adv adv
be careful,cop adj
why don't you go get your cards,adv:int mod pro:per v v det:poss n
I was just doing this,pro:sub cop adv part pro:dem
I'll wipe it off,pro:sub v pro:per adv
he wants what's inside,pro:sub v pro:int adv
but that's the living room,conj pro:dem det:art part n
oh no I saw it,co co pro:sub v pro:per
you almost did,pro:per adv v
look at that little boy in the mirror crying,v prep pro:dem adj n prep det:art n part
blow gently,v adv
you said that was the living room and this is the kitchen and this is the dining room,pro:per v pro:rel cop det:art part n coord pro:dem cop det:art n coord pro:dem cop det:art part n
a snake,det:art n
that's right,pro:dem n
because they're just babies,conj pro:sub adj n
this one doesn't look like all the others,pro:dem pro:indef mod v prep qn det:art n:pt
a little one,det:art adj pro:indef
it wouldn't fit me,pro:per mod v pro:obj
yes it's like a snake,co pro:per conj det:art n
birds,n
just like me,adv prep pro:obj
I usually sit there,pro:sub adv v adv
I'm a little too big,pro:sub det:art adj adv adj
come away Paul,v adv n:prop
raincoat,
alright go get a Kleenex,co v v det:art n:prop
looking at the little boy,part prep det:art adj n
a real bird,det:art adj n
no no,co co
yeah,co
there's a heater over there and it's blowing in his face,pro:exist det:art n adv adv coord pro:per part prep det:poss n
yes you knocked that down,co pro:per v pro:rel adv
it looks the same,pro:per v det:art adj
blow gently,v adv
okay,co
let's do number nine,v v n det:num
put it back up there,v pro:per adv adv adv
take it off,v pro:per adv
you can put them in all different directions,pro:per mod v pro:obj prep adv adj n
wait,co
if you blow gently I think you'll get more,conj pro:per v adv pro:sub v pro:per v adv
yes I suppose that would have_to be the bird's coat,co pro:sub v pro:rel mod mod:aux cop det:art n n
oh you didn't say which one,co pro:per mod v det:int pro:indef
yes,co
no you have that and Paul is playing with that,co pro:per v pro:dem coord n:prop aux part prep pro:dem
I see it,pro:sub v pro:per
the pea,det:art n
no no Adam,co co n:prop
careful don't put those letters under there honey,adj mod v pro:dem n adv adv n
oh there's food for the animals,co pro:exist n prep det:art n
you may break that,pro:per mod v pro:dem
hold it down with one hand and pull it with the other,v pro:per adv prep det:num n coord v pro:per prep det:art qn
www,
always squeeze from the bottom,adv n prep det:art n
I don't know how you'll get them out,pro:sub mod v adv:int pro:per v pro:obj adv
don't put it in your mouth,mod v pro:per prep det:poss n
put it up on the dresser,v pro:per adv prep det:art n
thank_you Adam,co n:prop
your Mother did,det:poss n:prop v
in the mirror,prep det:art n
when the little fish had learned to swim together like one giant fish he said I'll be the eye,conj det:art adj n aux part prep n adv co det:num n n pro:sub v pro:sub cop det:art n
Paul is playing with the trailer because you had the barn,n:prop aux part prep det:art n conj pro:per v det:art n
blow again,n adv
yes but I don't see another one like that,co conj pro:sub mod v qn pro:indef prep pro:dem
no I don't think they say the hace,co pro:sub mod v pro:sub v det:art chi
yes,co
no I don't think so,co pro:sub mod v co
you don't need to throw your arms up to blow,pro:per mod v inf v det:poss n adv prep n
alright,co
it's a part of the police car,pro:per det:art n prep det:art n n
no you're asking me,co pro:per part pro:obj
I think they say the face,pro:sub v pro:sub v det:art n
it's a movie camera,pro:per det:art n n
I suppose that could be here,pro:sub v pro:dem mod cop adv
no,co
I need three quarts,pro:sub v det:num n
alright,co
you didn't miss,pro:per mod v
a movie camera,det:art n n
well I guess if they have_to pick some people up they put the people in there,n pro:sub n conj pro:sub mod:aux v qn n adv pro:sub v det:art n prep adv
shake all your keys inside and then just push down the snap,v adv det:poss n adv coord adv:tem adj n adv det:art n
well that's part of the dress that some people wear,co pro:dem n prep det:art n pro:rel qn n v
it's a nice kitchen,pro:per det:art adj n
yes but this is upside down,co conj pro:dem cop adv adv
no more being silly,qn qn n adj
mine had a hole in it,n v det:art n prep pro:per
oh no I need three quarts,co co pro:sub v det:num n
I don't know,pro:sub mod v
Paul he's looking out the window,n:prop pro:sub part prep det:art n
I don't know,pro:sub mod v
well perhaps,co adv
I didn't see you,pro:sub mod v pro:per
yes,co
remember in your book,v prep det:poss n
mhm,co
no it takes movies then you show them later on,co pro:per v n adv:tem pro:per v pro:obj adv adv
that's enough being silly,pro:dem adj n adj
yes,co
sometimes they catch them and eat them,adv pro:sub v pro:obj coord v pro:obj
oh the top to the car,co det:art n prep det:art n
this way it's not,pro:dem n pro:per neg
that's not three,pro:dem neg det:num
I think it's Chinese,pro:sub v pro:per n:prop
here,adv
yes,co
no if people are bad,co conj n cop adj
no,co
oh I don't know,co pro:sub mod v
he knows what I'm supposed to do,pro:sub v pro:int pro:sub part inf v
I may look at them in the kitchen,pro:sub mod v prep pro:obj prep det:art n
oh yes,co co
I should think you could find a parking space almost any place,pro:sub mod v pro:per mod v det:art part n adv qn n
that was an accident,pro:dem cop det:art n
pull it,v pro:per
it doesn't matter how they fall does it as long as they're on there,pro:per mod v adv:int pro:sub v mod pro:per adv adv adv pro:sub prep adv
Adam what did the lady say when she told you that story,n:prop det:int v det:art n v conj pro:sub v pro:per pro:dem n
to the door,prep det:art n
well I'm sorry Paul,co pro:sub adj n:prop
if you want to,conj pro:per v prep
why we don't have a lock to fit the key,adv:int pro:sub mod v det:art n inf v det:art n
yes,co
he was talking about President Kennedy,pro:sub aux part prep n:prop n:prop
you'll have_to grow a little,pro:per mod:aux v det:art adj
oh come on,co v adv
it works,pro:per v
here's some more,pro:exist qn pro:indef
I need another milk thank_you,pro:sub v qn n n
story about George Washington,n prep n:prop n:prop
put it on,v pro:per adv
more rubber bands there,qn n v adv
here's a little hole,pro:exist det:art adj n
they're all swimming together and they look like one big fish and Swimmy is the eye,pro:sub post part adv coord pro:sub v prep pro:indef adj n coord n:prop cop det:art n
whoever read that story to you,pro:int v pro:dem n prep pro:per
I'm finished with this one,pro:sub part prep pro:dem pro:indef
yes,co
because we couldn't find the key to fit it,conj pro:sub mod v det:art n inf v pro:per
yes,co
let me find a mirror so you can look at yourself,v pro:obj v det:art n co pro:per mod v prep pro:refl
a beater,det:art n
you're getting open the whole thing,pro:per n:gerund adj det:art adj n
no it didn't go there,co pro:per mod v adv
m is here,n:let cop adv
I see something on that picture though,pro:sub v pro:indef prep pro:dem n adv
you call it an egg beater,pro:per v pro:per det:art n n
ice+cream cake,n
you fill that in,pro:per v det:dem adv
I guess we didn't buy the right one,pro:sub v pro:sub mod v det:art adj pro:indef
blow it up in the air,v pro:per adv prep det:art n
you should not have hurt your little hand,pro:per mod neg v v det:poss adj n
oh Adam,co n:prop
www,
he can see,pro:sub mod v
no I put that there for you,co pro:sub part det:dem adv prep pro:per
yes,co
oh Adam you did a very good job,co n:prop pro:per v det:art adv adj n
oh you're six and I'm seven,co pro:per det:num coord pro:sub det:num
don't put it in your mouth honey,mod v pro:per prep det:poss n n
blow,n
blow again,n adv
you might be able to see what you write better if you use that,pro:per mod cop adj inf v pro:int pro:per v adj conj pro:per v pro:dem
Adam I hear something over here talking in your farm yard,n:prop pro:sub v pro:indef adv adv part prep det:poss n n
I'll show you how we wind it up,pro:sub v pro:per adv:int pro:sub v pro:per adv
that's right,pro:dem n
alright,co
keep your finger down,v det:poss n adv
you'd like to give Adam one,pro:per v inf v n:prop pro:indef
let's have a t,v v det:art n:let
oh,co
it's medicine,pro:per n
you can do this part,pro:per mod v pro:dem n
quack quack quack quack quack,n n n n n
you don't have_to stretch them very far,pro:per mod mod:aux v pro:obj adv adv
she's going to fall in the water,pro:sub part prep n prep det:art n
clothes+lines,
no they have not,co pro:sub v neg
let's have a race,v v det:art n
because it was so pretty,conj pro:per cop adv adj
a dragon,det:art n
I don't understand why you want that,pro:sub mod v adv:int pro:per v pro:dem
yes if she's sick,co conj pro:sub adj
heard something,v pro:indef
I don't know,pro:sub mod v
no no Adam,co co n:prop
mhm,co
turn it the other way,v pro:per det:art qn n
don't put it in your mouth honey,mod v pro:per prep det:poss n n
just a minute,adv det:art n
quack quack quack quack quack quack,n n n n n n
I don't think so,pro:sub mod v co
you saw some at the circus,pro:per v qn prep det:art n
yesterday he said something that sounded like Tallahassee,adv:tem pro:sub v pro:indef det:dem part co n:prop
okay,co
yes,co
okay,co
Adam we'll have_to put it up if you put it in your mouth again,n:prop pro:sub mod:aux v pro:per adv conj pro:per v pro:per prep det:poss n adv
I'll get it started,pro:sub aux pro:per v
I think he makes up his own newscasts,pro:sub v pro:sub v prep det:poss adj n
designs are different shapes of things,n cop adj n prep n
they're having a picnic,pro:sub part det:art n
quack quack quack quack quack quack,n n n n n n
we had a halloween party,pro:sub v det:art n n
yes since Paul's playing with the barn,co conj n:prop part prep det:art n
sure,adj
mine did too,n v post
oh,co
it doesn't taste good does it,pro:per mod v adj mod pro:per
mine didn't,n mod
I don't have any,pro:sub mod v qn
oh thank_you,co n
a boat,det:art n
yes,co
yeah,co
wait my finger's caught,v det:poss n v
oh those poor eggs,co pro:dem adj n
there were two other ones,adv cop det:num pro:indef pro:indef
it stopped,pro:per v
okay,co
not on there,neg prep adv
I hear something saying gobble gobble gobble gobble gobble gobble gobble,pro:sub v pro:indef part v v v v v v v
must be broken,mod cop part
oh has a hassy boy,co v det:art chi n
Paul sees that one,n:prop v pro:dem pro:indef
that's Ursula's,pro:dem n:prop
yes,co
it's a cough drop,pro:per det:art n n
no no Adam,co co n:prop
so two people can play,adv det:num n mod v
Adam what's a hassy boy,n:prop pro:int det:art chi n
you said this was mine,pro:per v pro:dem cop pro:poss
oh,co
oh they'll have a picnic when the people leave,co pro:sub v det:art n conj det:art n v
must be broken because they fell from the truck,mod cop part conj pro:sub v prep det:art n
look Adam,v n:prop
your horse is for riding Adam,det:poss n cop prep n:gerund n:prop
David had just the same,n:prop aux adv det:art adj
two motor boats,det:num n n
I'll play over here with him so he won't bother you,pro:sub v adv adv prep pro:obj conj pro:sub mod v pro:per
blow gently Adam,v adv n:prop
gobble gobble gobble gobble,v v v v
see,v
that's very good tea,pro:dem adv adj n
it's all_gone,pro:per adj
yes,co
no,co
after the seals leave I'm sorry,prep det:art n v pro:sub adj
yes Paul had the glasses on,co n:prop v det:art n adv
that's so you can put it in your pocket,pro:dem conj pro:per mod v pro:per prep det:poss n
no I don't hear that saying gobble gobble gobble gobble,co pro:sub mod v pro:dem n:gerund v v v v
yes I guess so,co pro:sub n co
it's a microscope,pro:per det:art n
but you chop outside where there are trees,conj pro:per v n pro:rel adv cop n
oh no I haven't finished that yet,co co pro:sub aux part pro:rel adv
okay,co
open the whole thing,v det:art adj n
a genie back,det:art n adv
alright,co
let's see,v v
I need that though,pro:sub v pro:dem adv
yes,co
I don't think he'll let me,pro:sub mod v pro:sub v pro:obj
no no no not over there,co co co neg adv adv
Adam,n:prop
okay,co
oh,co
oh Paul you're a little character,co n:prop pro:per det:art adj n
I had so much,pro:sub v adv qn
okay,co
well come on,co v adv
you help me,pro:per v pro:obj
hiss hiss hiss,n n n
yes that's almost all,co pro:rel adv adv
I need to write,pro:sub v inf v
yes,co
that's right,pro:dem n
mine is so much larger than yours,n aux adv adv adj prep pro:poss
alright,co
yes,co
thank_you very much,co adv qn
perhaps,adv
no you put it in your mouth,co pro:per v pro:per prep det:poss n
yes he was,co pro:sub cop
don't break it anymore dear,mod v pro:per adv co
okay I think that's good,adj pro:sub v pro:dem adj
oops,co
maybe it's in the bag,adv pro:per prep det:art n
yes,co
oh Paul and Adam,co n:prop coord n:prop
here's one over here,pro:exist pro:indef adv adv
about Tallahassee,prep n:prop
big bug,adj n
meow,on
well why don't you save that for a little while,co adv:int mod pro:per v pro:dem prep det:art adj n
oh two big boats,co det:num adj n
gift,n
I don't think she really walks,pro:sub mod v pro:sub adv n
oh yes they like the water,co co pro:sub co det:art n
what kind of bug,pro:int n prep n
you do,pro:per v
you do,pro:per v
no you don't need water in that,co pro:per mod v n prep pro:dem
very good,adv adj
we bug just bug,adj n
I think we need a tray to set it on and a little bit of water,pro:sub v pro:sub v det:art n inf v pro:per adv coord det:art adj n prep n
no no,co co
no no Adam,co co n:prop
meow,on
careful,co
I can't see,pro:sub mod v
no I don't think they like the whales,co pro:sub mod v pro:sub co det:art n
I don't close it properly I guess,pro:sub mod v pro:per adv pro:sub v
put them around here,v pro:obj prep adv
oh no that's for a doll,co co pro:dem conj det:art n
meow,on
oh I think you can,co pro:sub v pro:per mod
oh Adam you're a very good cook,co n:prop pro:per det:art adv adj n
oh well he must be a new milkman,co n pro:sub mod cop det:art adj
well you're right,co pro:per n
I can put it together but it won't stay without glue,pro:sub mod v pro:per adv conj pro:per mod cop prep n
the part that comes out_of the blower,det:art adj pro:rel v prep det:art n
you just have_to get the paper off,pro:per adv mod:aux v det:art n adv
perhaps,adv
a design doesn't have_to be something,det:art n mod mod:aux cop pro:indef
no no no,co co co
there's one right by your shoe,pro:exist pro:indef adv prep det:poss n
look at his feet,v prep det:poss n
it can just be a shape that you think is pretty,pro:per mod adv cop det:art n pro:rel pro:per v aux adv
go ahead,v adv
you just heard it,pro:per adv v pro:per
yes,co
yes it disappeared,co pro:per part
slippers,n
oh no,co co
no no no,co co co
that was the cat,pro:dem cop det:art n
whales are far far out,n aux adv adv adv
don't put that so far,mod v pro:dem adv adv
so his feet won't get cold,co det:poss n mod v adv
you're getting it,pro:per n:gerund pro:per
you come over here and let me see if you can tell time,pro:per v adv adv coord v pro:obj v conj pro:per mod v n
no no don't write on the floor,co co mod v prep det:art n
oink oink oink oink,on on on on
well it takes practice,co pro:per v n
I don't think those sound do t,pro:sub mod v pro:dem n v
you'll be on the cord,pro:per cop prep det:art n
I think Paul put one on,pro:sub v n:prop part pro:indef adv
you can use that ball for bowling,pro:per mod v pro:dem n prep n:gerund
I don't know,pro:sub mod v
yes,co
xxx,
you put water in there,pro:per v n prep adv
please don't,co mod
oh yes I don't know where that is,co co pro:sub mod v adv:int pro:dem cop
that's right,pro:dem n
Adam I think Mommy broke the dolly,n:prop pro:sub v n:prop v det:art n
well that's the cover to keep the germs out_of the nipple,co pro:dem det:art n inf v det:art n prep det:art n
you say that's six o'clock,pro:per v pro:rel det:num n
I like a nice clean backyard,pro:sub v det:art adj adj
because that's a nice place to go,conj pro:dem det:art adj n inf v
yes,co
lazy crazy,adj adj
oh it's a game,co pro:per det:art n
broke the leg off,v det:art n adv
no those are not broken,qn pro:dem cop neg part
that's right,pro:dem n
he wants to play with you Adam,pro:sub v prep n prep pro:per n:prop
hazy,adj
blow,n
I put glue on them,pro:sub v n prep pro:obj
mhm,co
they are for you,pro:sub cop prep pro:per
no the legs,qn det:art n
mazie,wplay
blow again,n adv
oh that's three thirty five,co pro:dem det:num det:num det:num
lift it up a little while you're pulling,v pro:per prep det:art adj n pro:per part
that's the nipple and other is the cover,pro:dem det:art n coord qn cop det:art n
alright,co
one day we'll get some and make them,det:num n pro:sub v pro:indef coord v pro:obj
well let him put one on,co v pro:obj part pro:indef adv
he just had a nap,pro:sub adv v det:art n
for you,conj pro:per
oh yes,co co
no that's a popper,co pro:dem det:art n
oh Bozo's bottle,co n:prop n
a needle,det:art n
careful,co
oh yes,co co
yes,co
mhm,co
yes that'll hurt him,co pro:rel v pro:obj
that looks like a piece of rug to me,pro:rel v prep det:art n prep n prep pro:obj
you know like the one Dr Sherry gave you,pro:per v prep det:art pro:indef n:prop n:prop v pro:per
I'm sure it must be on,pro:sub adj pro:per mod cop adv
those are all the same colors,pro:dem cop qn det:art adj n
no that's six thirty,co pro:dem det:num det:num
maybe it gets stuck on the end,adv pro:per v v prep det:art n
that will too,pro:dem mod post
thank_you,co
strawberries,n
no they aren't supposed to come off,co pro:sub aux v inf v adv
he'll put it in his mouth,pro:sub v pro:per prep det:poss n
no no Adam,co co n:prop
that's a rubber band,pro:dem det:art n n
put them in the dairy,v pro:obj prep det:art n
oh,co
no no you don't bother Ursula's bag,co co pro:per mod v n:prop n
that's five minutes after five,pro:dem det:num n prep det:num
xxx,
yes that's the salad,co pro:dem det:art n
we were doing a train track and then you stopped,pro:sub aux part det:art n n coord adv:tem pro:per v
no no no,co co co
but you can have a pencil Adam,conj pro:per mod v det:art n n:prop
I ready,pro:sub v
careful you'll put a hole in it,co pro:per v det:art n prep pro:per
yes he puts everything in his mouth,co pro:sub v pro:indef prep det:poss n
no that's dinner time,co pro:dem n n
no I don't think they have their lights on all the time,co pro:sub mod v pro:sub v det:poss n prep qn det:art n
said no he said that he's Paul,v co pro:sub v pro:rel pro:sub n:prop
yes,co
because that's for a doll,conj pro:dem conj det:art n
don't kick it too hard,mod v pro:per adv adv
oh yes,co co
no no honey he's not a doll he's a baby,qn qn n pro:sub neg det:art n pro:sub det:art n
maybe that shoelace isn't very good Adam,adv pro:rel cop adv adj n:prop
there's a little left,pro:exist det:art adj v
alright,co
stethoscope,n
I don't see a Volkswagen,pro:sub mod v det:art n:prop
he's just a little baby,pro:sub adv det:art adj n
careful Adam,co n:prop
that would make a nice hat,pro:dem mod v det:art adj n
it's just where he had his head down on the blanket and it left a mark,pro:per adj pro:rel pro:sub v det:poss n adv prep det:art n coord pro:per v det:art n
say yes please,co co co
yes,co
oh that's a good idea,co pro:dem det:art adj n
he doesn't understand that big brothers don't always like for little babies to play with them,pro:sub mod v pro:dem adj n mod adv co prep adj n inf v prep pro:obj
you do have a camera,pro:per v v det:art n
you might break something,pro:per mod v pro:indef
she can't hear your head shake,pro:sub mod v det:poss n n
oh thank_you,co n
that's a microscope,pro:dem det:art n
that's very good,pro:dem adv adj
no I don't think so,co pro:sub mod v co
if you say so,conj pro:per v adv
oh,co
I don't think you can get it in your pocket,pro:sub mod v pro:per mod aux pro:per prep det:poss n
well go see if it looks like that,co v v conj pro:per v prep pro:dem
under your rolling pin,adv det:poss part n
I thought this was a station wagon,pro:sub v pro:dem cop det:art n n
alright,co
www,
it's a microscope,pro:per det:art n
yes,co
you put it together,pro:per v pro:per adv
well sometimes you do when you wake up from your nap,n adv pro:per v conj pro:per v adv prep det:poss n
you have_to put it back in the bag,pro:per mod:aux v pro:per adv prep det:art n
pat_a_cake,co
yes,co
I'll make one if you like,pro:sub v pro:indef conj pro:per co
let's see,v v
because he went up so high,conj pro:sub v adv adv adj
yes they do,co pro:sub v
well I don't think you're really supposed to put it down so far,co pro:sub mod v pro:per adv v inf v pro:per adv adv adv
he didn't play with anything this morning,pro:sub mod v prep pro:indef pro:dem n
be careful,cop adj
you put it together and then I'll come and play with you,pro:per v pro:per adv coord adv:tem pro:sub v coord n prep pro:per
yes I waited for you,co pro:sub v prep pro:per
I guess he was just measuring the string to see how long it was,pro:sub v pro:sub cop adv part det:art n inf v adv:int adj pro:per cop
because you have your head in one place for such a long time,conj pro:per v det:poss n prep det:num n prep qn det:art adj n
perhaps they leave the blinking light on too I don't know,co pro:sub v det:art part n adv adv pro:sub mod v
okay,co
yes it looks like your brother chewed it,co pro:per v prep det:poss n v pro:per
he went to sleep this morning,pro:sub v inf v pro:dem n
because he likes to,conj pro:sub v inf
yes it did,co pro:per v
well put your bowl down,co v det:poss n adv
xxx,
I think this is a cake knife,pro:sub v pro:dem cop det:art n n
no,co
yes,co
alright,co
look through that little hole in the microscope,v prep pro:dem adj n prep det:art n
he's just bouncing a little on the seesaw,pro:sub adv part det:art adj prep det:art n
oh_my_goodness,co
okay,co
well pick the rubber bands up and put them in the bag,co v det:art n v adv coord v pro:obj prep det:art n
now you'll have_to pick them up,adv pro:per mod:aux v pro:obj adv
because that's fun,conj pro:dem adj
yes bless you,co v pro:per
here Paul,adv n:prop
oh they sell ham,co pro:sub v n
oh yes,co co
these are germs,pro:dem cop n
it's a recorder,pro:per det:art n
all set,qn n
he was playing with the cow,pro:sub aux part prep det:art n
don't catch cold,mod v adv
this way,pro:dem n
dirty water germs,adj n n
a water fountain,det:art n n
oh we're going to take turns,co pro:sub part inf v n
these are germs from dirty hands,pro:dem cop n prep v n
Adam no no not in his face,n:prop co co neg prep det:poss n
there it is,adv pro:per cop
t is for toast and tea,n:let cop prep n coord n
this isn't a knife,pro:dem cop det:art n
oh but he's very talented,co conj pro:sub adv adj
don't xxx,mod
playing the banjo,part det:art n
I put them up last time,pro:sub v pro:obj adv adj n
it's a fork,pro:per det:art n
difficult,adj
these are fingernail germs,pro:dem cop n
he can play two,pro:sub mod v det:num
this is a real microscope,pro:dem cop det:art adj n
look,co
very good,adv adj
those are germs from dirty faces,pro:dem cop n prep v n
recorder,n
no you play the banjo,co pro:per v det:art n
she turned the direction so she could hear better,pro:sub v det:art n conj pro:sub mod v adj
you put them up,pro:per v pro:obj adv
germs from dirty ears,n prep adj n
microscope,n
no I don't,co pro:sub mod
well it is round like a ring,co pro:per cop adv conj det:art n
I don't know,pro:sub mod v
yes but we have_to take turns,co conj pro:sub mod:aux v n
he's telling a story,pro:sub part det:art n
it's such a small kitchen,pro:per qn det:art adj n
careful don't push him down honey,adj mod v pro:obj adv n
careful of the cord,co prep det:art n
you didn't tell Ursula yet what Mommy burned,pro:per mod v n:prop adv pro:int n:prop v
no no Adam,co co n:prop
no no careful Adam,co co co n:prop
a cooking set,det:art part n
mhm,co
yes,co
no you can't play the game if you don't play the rubber bands back,co pro:per mod v det:art n conj pro:per mod v det:art n v adv
that's the strange odor you smelled,pro:dem det:art adj n pro:per v
no you didn't,co pro:per mod
we need a small mirror,pro:sub v det:art adj n
you said you have a stove Adam,pro:per v pro:per v det:art n n:prop
it looks like they're dancing around in a circle,pro:per cop conj pro:sub part adv prep det:art n
xxx,
I'll tie your shoes,pro:sub v det:poss n
a frog,det:art n
yes,co
careful Adam,co n:prop
let's put them all in one place to start,v v pro:obj adv adv det:num n inf v
don't play with the record,mod v prep det:art n
I don't know,pro:sub mod v
almost,adv
no a tiny mirror,qn det:art adj n
put them all in there,v pro:obj adv adv adv
it's alright,pro:per adj
why don't you put that in the doctor's kit,adv:int mod pro:per v pro:dem prep det:art n n
yes,co
shame on you,n prep pro:per
he's growing,pro:sub part
there's one over there behind you,pro:exist pro:indef adv adv prep pro:per
I can't see what it says,pro:sub mod v pro:int pro:per v
don't knock on the window Adam,mod v prep det:art n n:prop
that's a bag for going to call on people,pro:dem det:art n prep n:gerund prep n prep n
so they won't be so stretched,co pro:sub mod cop adv part
no you can't,co pro:per mod
you can move it anywhere you want,pro:per mod v pro:per adv pro:per v
alright,co
oh_my_goodness,co
you take that one I'll keep this one,pro:per v pro:dem pro:indef pro:sub v pro:dem pro:indef
Adam don't push him down honey,n:prop mod v pro:obj adv n
thank_you Adam,co n:prop
that's your bunny with the funny name,pro:dem det:poss n prep det:art adj n
it's stuck on your pants,pro:per part prep det:poss n:pt
you can change the shape,pro:per mod v det:art n
I'll let it cool,pro:sub v pro:per adj
mhm,co
you can pretend to be a doctor,pro:per mod adj inf cop det:art n
no,co
a rolling caterpillar,det:art part n
I was trying to see if she would walk and I broke her legs,pro:sub aux part inf v conj pro:sub mod v coord pro:sub v det:poss n
another one,qn pro:indef
Paul why don't you come over here,n:prop adv:int mod pro:per v adv adv
you could wear it for a bracelet,pro:per mod v pro:per prep det:art n
oh,co
